"","SAMPLE_ID","CLAY","SILT","SAND","SOC","CaCO3","N","P","K","CEC","GPS_PROJ","GPS_LAT","GPS_LONG","LC1","LC2","LU1","LU2","MINERAL","COUNTRY"
"772","14226",14,52,35,8.8,25,0.7,12.6,249.1,16.2,"WGS84",41.28493,14.55637,"C10","8","U400","8","mineral","ITALY"
"773","14227",49,35,16,8,242,1.1,16.8,377,31,"WGS84",41.36724,14.72909,"B54","8","U111","8","mineral","ITALY"
"774","14228",39,40,21,47,138,3.2,10.7,558.4,93.1,"WGS84",41.29511,14.72352,"C10","8","U120","8","mineral","ITALY"
"775","14229",33,38,29,14.1,15,1.4,46,568.5,23.7,"WGS84",41.36049,14.06077,"B54","8","U111","8","mineral","ITALY"
"776","14230",31,27,42,4.5,159,0.7,11.5,227.6,22.2,"WGS84",41.3713,15.01567,"B11","8","U111","8","mineral","ITALY"
"777","14231",54,32,14,14.3,152,1.8,0,542.3,50.2,"WGS84",41.38537,15.1127,"B12","8","U111","8","mineral","ITALY"
"778","14232",47,34,19,18.3,223,1.6,15.1,718,35,"WGS84",41.31283,15.12943,"B12","8","U111","8","mineral","ITALY"
"779","14233",29,42,30,18.5,228,1.8,0,651.3,29.6,"WGS84",41.21754,15.19227,"B12","8","U111","8","mineral","ITALY"
"780","14234",53,29,18,14.9,136,1.6,0,615.5,38.7,"WGS84",41.2738,15.15096,"B12","8","U111","8","mineral","ITALY"
"781","14240",38,28,34,11.9,40,1.1,0,469.1,28.6,"WGS84",41.28938,14.84544,"B13","8","U111","8","mineral","ITALY"
"782","14241",23,36,41,14.1,6,1.3,0,704.4,21.5,"WGS84",41.42148,13.89732,"E30","8","U112","8","mineral","ITALY"
"783","14242",19,40,41,20.7,1,1.8,76.2,1604.7,16.1,"WGS84",41.27615,13.91233,"B81","F00","U111","8","mineral","ITALY"
"784","14247",20,13,67,37.3,4,3.7,18.4,165.6,19.7,"WGS84",40.21771,18.37641,"B81","E30","U111","8","mineral","ITALY"
"785","14249",22,50,28,16,51,1.7,15.9,462.6,27.4,"WGS84",40.194928,17.997015,"E30","8","U112","8","mineral","ITALY"
"786","14250",29,15,56,16.3,6,1.8,37.9,332.4,20.9,"WGS84",40.02534,18.06971,"B81","B55","U111","8","mineral","ITALY"
"787","14254",19,25,55,16.6,2,1.8,0,367,12.8,"WGS84",39.96753,18.10938,"B81","F00","U111","8","mineral","ITALY"
"788","14255",35,41,24,12.1,1,1.5,14.1,198.8,14.1,"WGS84",39.91396,18.31342,"B15","8","U111","8","mineral","ITALY"
"789","14260",28,55,17,22.4,226,2.1,16,22.2,24,"WGS84",41.52675,14.40641,"B55","8","U111","8","mineral","ITALY"
"790","14261",29,33,37,11.4,175,1.4,22.9,385,22.4,"WGS84",41.5564,14.55208,"B81","E30","U111","8","mineral","ITALY"
"791","14262",63,30,6,15.8,3,1.3,32,798.3,45.3,"WGS84",41.808843,14.955332,"B12","8","U111","8","mineral","ITALY"
"792","14263",43,44,14,21,248,1.8,14.7,1183.6,37.7,"WGS84",41.771641,14.977688,"B13","8","U111","8","mineral","ITALY"
"793","14264",36,40,24,42.6,392,2.9,178.8,1180.2,34.6,"WGS84",41.736861,14.949695,"B43","8","U113","8","mineral","ITALY"
"794","14268",39,48,13,23.7,339,1.7,38.4,828.3,23.7,"WGS84",41.955335,14.87343,"B12","8","U111","8","mineral","ITALY"
"795","14270",50,44,7,12.7,158,1.3,0,486.1,30.3,"WGS84",41.866499,14.88795,"B13","8","U111","8","mineral","ITALY"
"796","14271",38,48,14,22.8,142,2,20.9,462.7,24.1,"WGS84",42.014014,14.827497,"B19","8","U111","8","mineral","ITALY"
"797","14272",32,43,25,18.1,297,1.5,60,1388.9,26.1,"WGS84",41.84138,15.030741,"B12","8","U111","8","mineral","ITALY"
"798","14273",47,49,4,13.5,266,1.4,21.5,438.8,26.1,"WGS84",41.871072,15.153008,"B12","8","U111","8","mineral","ITALY"
"799","14274",41,26,32,16.5,45,1.8,28,2433.8,29.4,"WGS84",41.669286,14.848136,"B81","F00","U111","8","mineral","ITALY"
"800","14276",54,32,13,15.9,176,1.5,10.5,677.4,37.5,"WGS84",41.641247,14.678144,"B55","8","U111","8","mineral","ITALY"
"801","14277",36,55,9,9.3,236,1.1,0,283.9,19.4,"WGS84",41.714484,14.659822,"B55","8","U111","8","mineral","ITALY"
"802","14278",50,46,4,9,260,1.1,0,277.5,23.1,"WGS84",41.878923,14.624235,"B15","8","U111","8","mineral","ITALY"
"803","14279",66,27,7,10.6,62,1.4,0,632.6,33.3,"WGS84",41.519188,14.955925,"B53","8","U111","8","mineral","ITALY"
"804","14280",32,45,23,15.3,149,1.4,0,397.6,22.2,"WGS84",41.557475,14.911088,"B15","8","U111","8","mineral","ITALY"
"805","14281",33,47,20,9.3,145,1.1,0,282.1,21.8,"WGS84",41.599456,14.794796,"D10","8","U112","8","mineral","ITALY"
"806","14282",35,54,10,23.8,34,2.3,27,451.4,32.7,"WGS84",41.465893,14.139298,"B12","8","U111","8","mineral","ITALY"
"807","14283",40,38,22,64.8,483,5.6,19.7,478.7,35.4,"WGS84",41.730519,14.301093,"E10","8","U111","8","mineral","ITALY"
"808","14284",38,41,21,27.5,272,2.6,94.8,1404,36.6,"WGS84",41.73892,14.54187,"B13","8","U111","8","mineral","ITALY"
"809","14285",60,31,9,8.7,116,1.2,0,25.5,35.3,"WGS84",41.478895,14.665862,"B12","8","U111","8","mineral","ITALY"
"810","14289",20,47,33,19.6,2,2.1,13.3,98.1,18.5,"WGS84",40.28675,15.634,"B53","8","U111","8","mineral","ITALY"
"811","14290",41,43,16,16.4,30,1.9,0,447.3,38.4,"WGS84",40.47388,15.5329,"B53","8","U111","8","mineral","ITALY"
"812","14291",14,24,62,13.9,2,1.2,0,144.4,12,"WGS84",40.4842,15.98135,"C10","8","U120","8","mineral","ITALY"
"813","14292",13,32,54,27.1,1,2.1,0,181.1,7.2,"WGS84",40.30998,15.21333,"C10","8","U400","8","mineral","ITALY"
"814","14293",33,39,28,30.2,2,2.9,11.6,267.1,18.8,"WGS84",40.23405,15.27767,"E20","8","U111","8","mineral","ITALY"
"815","14294",20,27,53,11.3,3,1.3,19.1,109.4,14.7,"WGS84",40.45323,15.24872,"B81","E30","U111","8","mineral","ITALY"
"816","14295",27,55,18,20.8,245,1.9,0,70.4,28.9,"WGS84",40.23661,15.23116,"B81","E30","U111","8","mineral","ITALY"
"817","14300",46,29,24,15.7,83,1.8,0,788.1,48.9,"WGS84",41.016762,15.535236,"B12","8","U111","8","mineral","ITALY"
"818","14301",32,49,19,8.7,188,1.1,0,140,21.7,"WGS84",40.70713,15.57836,"B55","8","U111","8","mineral","ITALY"
"819","14302",26,29,45,11.5,1,1.3,20.9,367.4,11.5,"WGS84",40.92375,15.9045,"B12","8","U111","8","mineral","ITALY"
"820","14303",46,36,18,20.9,128,2.3,0,685,55.1,"WGS84",40.87243,15.85224,"B12","8","U111","8","mineral","ITALY"
"821","14304",38,44,19,12.2,85,1.3,0,463.4,29.9,"WGS84",40.84735,15.96837,"F00","8","U112","8","mineral","ITALY"
"822","14305",22,17,61,39.7,17,2.2,11.7,225.9,24.4,"WGS84",40.716967,15.719546,"E30","8","U112","8","mineral","ITALY"
"823","14306",44,41,15,11.1,249,1,21,489.2,33.2,"WGS84",40.650739,15.620347,"C10","8","U120","8","mineral","ITALY"
"824","14308",38,28,33,17,178,1.6,12.2,515,23,"WGS84",40.77735,15.93833,"B15","8","U111","8","mineral","ITALY"
"825","14311",51,32,17,19.4,105,1.8,0,606.5,40.9,"WGS84",40.85542,15.51871,"B54","8","U111","8","mineral","ITALY"
"826","14312",32,32,35,15.2,1,1.7,48.5,862.9,23.7,"WGS84",40.98888,15.72065,"B81","F00","U111","8","mineral","ITALY"
"827","14313",49,22,29,15.2,2,1.7,34.5,1061.6,27.6,"WGS84",40.96259,15.86066,"B81","E30","U111","8","mineral","ITALY"
"828","14314",33,24,43,10.2,0,1.1,0,439.3,17.1,"WGS84",41.02219,15.77121,"B12","8","U111","8","mineral","ITALY"
"829","14315",34,50,16,11.4,165,1.2,0,611.2,24.2,"WGS84",41.02495,15.72661,"B12","8","U111","8","mineral","ITALY"
"830","14317",36,39,25,17,150,1.5,0,1046.7,29.1,"WGS84",41.123165,15.59028,"B12","8","U111","8","mineral","ITALY"
"831","14320",33,30,37,17.3,0,1.6,59.3,378.1,23.5,"WGS84",40.85003,15.61329,"B12","8","U111","8","mineral","ITALY"
"832","14321",29,58,13,65.5,51,4.2,0,765.8,38.5,"WGS84",40.01343,15.96074,"C10","8","U120","8","mineral","ITALY"
"833","14322",23,60,17,15.2,94,1.5,17.9,420.9,14.5,"WGS84",39.81701,16.47901,"B77","E30","U111","8","mineral","ITALY"
"834","14326",32,43,26,18.7,99,2,0,238.4,20,"WGS84",40.06485,16.57422,"E10","8","U112","8","mineral","ITALY"
"835","14327",14,22,64,31.3,0,2.4,0,222.6,11.4,"WGS84",40.05602,16.152,"C10","8","U364","8","mineral","ITALY"
"836","14328",31,31,38,22.3,1,1.9,0,126.6,18,"WGS84",40.05018,16.24495,"C10","8","U364","8","mineral","ITALY"
"837","14329",25,51,24,38.6,91,2.7,14.3,215.8,24.6,"WGS84",39.6244,16.08775,"E30","8","U112","8","mineral","ITALY"
"838","14330",17,43,40,3,0,0.3,0,61.2,25.5,"WGS84",39.56293,16.19817,"E30","8","U112","8","mineral","ITALY"
"839","14331",9,14,77,5.5,63,0.8,0,101.3,9.4,"WGS84",39.61416,16.24942,"B81","F00","U111","8","mineral","ITALY"
"840","14332",34,53,13,13.7,134,1.6,0,418.8,18.9,"WGS84",39.59123,16.596,"B81","F00","U111","8","mineral","ITALY"
"841","14333",3,8,88,11.4,121,0,0,55.6,5.9,"WGS84",39.70425,16.25923,"B13","8","U111","8","mineral","ITALY"
"842","14334",28,60,12,9.4,64,1.4,10.2,202.6,28.1,"WGS84",39.65932,16.39353,"B77","E30","U111","8","mineral","ITALY"
"843","14335",28,32,40,8.7,2,1,21,254.5,13.5,"WGS84",39.67422,16.44152,"B76","F00","U111","8","mineral","ITALY"
"844","14336",34,46,20,24.8,1,2.3,19.4,1016.5,15.1,"WGS84",39.8028,15.8479,"B13","8","U111","8","mineral","ITALY"
"845","14337",27,56,18,13.5,110,1.8,0,303.5,17.9,"WGS84",39.75094,16.37933,"B11","8","U111","8","mineral","ITALY"
"846","14345",27,35,38,4.5,305,0.8,0,103.8,17.6,"WGS84",39.12262,16.803,"B81","F00","U111","8","mineral","ITALY"
"847","14346",31,48,20,13.3,130,1.4,19.7,411.2,18.2,"WGS84",39.08179,16.86796,"B81","F00","U111","8","mineral","ITALY"
"848","14347",39,54,7,10.1,191,1.3,0,265.5,19,"WGS84",39.07516,16.95959,"E30","8","U112","8","mineral","ITALY"
"849","14348",37,40,23,6.5,163,0.8,0,228.8,17.7,"WGS84",39.03243,17.04736,"B12","8","U111","8","mineral","ITALY"
"850","14350",12,33,55,5.8,2,0.7,0,130.7,5.8,"WGS84",39.0019,16.44488,"B81","E30","U111","8","mineral","ITALY"
"851","14351",37,33,30,13.2,0,1.3,0,142.6,11.7,"WGS84",38.97485,16.30408,"B81","E30","U111","8","mineral","ITALY"
"852","14352",24,35,41,47.4,3,3.6,10.7,203,9.6,"WGS84",39.01854,16.19366,"C10","8","U120","8","mineral","ITALY"
"853","14353",17,30,53,17.3,9,1.6,32.6,383.9,14,"WGS84",39.1716,16.06889,"B81","E30","U111","8","mineral","ITALY"
"854","14356",29,62,9,31.3,9,3.2,151.1,1289.8,24.4,"WGS84",40.70392,17.04282,"B55","8","U111","8","mineral","ITALY"
"855","14358",24,63,12,45.7,49,4.1,0,759.3,33.5,"WGS84",40.68166,17.34807,"B11","8","U111","8","mineral","ITALY"
"856","14364",20,69,11,17.4,28,1.9,75.3,747.2,28,"WGS84",40.72281,17.2818,"E10","8","U361","8","mineral","ITALY"
"857","14365",26,63,11,29.6,54,2.8,0,612.1,29.8,"WGS84",40.67748,17.15829,"E10","8","U111","8","mineral","ITALY"
"858","14366",28,42,30,7.6,315,0.8,15,330.4,16.2,"WGS84",40.55212,17.38031,"B82","F00","U111","8","mineral","ITALY"
"859","14367",24,54,23,24,20,2.5,0,1061.8,32.5,"WGS84",40.42607,17.36564,"B81","F00","U111","8","mineral","ITALY"
"860","14368",43,32,25,9.1,30,1.1,10.6,516.6,28.9,"WGS84",40.54505,17.47398,"B12","8","U111","8","mineral","ITALY"
"861","14369",21,46,33,24.7,5,2.6,17.6,304.2,31.7,"WGS84",40.48745,17.51442,"B81","E10","U111","8","mineral","ITALY"
"862","14370",25,58,17,19.6,38,2,30.7,957.6,26.4,"WGS84",40.74493,16.97641,"B53","8","U111","8","mineral","ITALY"
"863","14371",36,42,21,12.1,259,1.3,0,295.3,26.7,"WGS84",40.66313,16.8491,"B12","8","U111","8","mineral","ITALY"
"864","14372",43,46,11,15.3,318,1.6,0,265.8,28.8,"WGS84",40.67621,16.92148,"B54","8","U111","8","mineral","ITALY"
"865","14373",24,26,50,7.1,0,0.8,57.8,275.8,14.3,"WGS84",40.45061,16.75559,"B19","8","U111","8","mineral","ITALY"
"866","14374",28,51,21,5.5,237,0.8,0,423.9,14.6,"WGS84",40.49425,16.66572,"B81","F00","U111","8","mineral","ITALY"
"867","14375",44,53,3,12.2,200,0.8,0,435.6,18,"WGS84",40.4368,16.44462,"E30","8","U112","8","mineral","ITALY"
"868","14376",13,13,75,5.4,55,0.8,0,129.2,10.8,"WGS84",40.47383,16.42796,"B81","E30","U111","8","mineral","ITALY"
"869","14377",23,50,27,19.3,135,1.7,0,325.5,17.1,"WGS84",40.21203,16.54184,"E30","8","U112","8","mineral","ITALY"
"870","14378",40,36,23,10.3,192,1.1,0,189.9,22.5,"WGS84",40.37367,16.27511,"B54","8","U111","8","mineral","ITALY"
"871","14379",41,46,13,10.6,136,1.3,0,328.5,30.1,"WGS84",40.40162,16.138211,"E10","8","U111","8","mineral","ITALY"
"872","14380",41,56,3,7.4,165,0.7,0,232.9,16,"WGS84",40.301097,16.292994,"E10","8","U400","8","mineral","ITALY"
"873","14381",52,45,4,15.5,140,1.3,24.8,312.6,33.5,"WGS84",40.30601,16.76362,"B15","8","U111","8","mineral","ITALY"
"874","14382",45,44,11,8.4,73,0.9,0,369.4,25.3,"WGS84",40.13992,16.55566,"B54","8","U111","8","mineral","ITALY"
"875","14383",31,52,17,2.6,9,0.7,0,103,15.6,"WGS84",40.12523,16.48642,"B12","8","U111","8","mineral","ITALY"
"876","14384",36,39,25,14.7,82,1.5,0,118.6,25.2,"WGS84",40.42732,16.0214,"D10","8","U400","8","mineral","ITALY"
"877","14385",25,38,37,13.2,1,1,0,83.4,14.2,"WGS84",40.1194,15.38524,"E30","8","U112","8","mineral","ITALY"
"878","14390",13,16,71,13.9,143,1.2,11.7,227.3,11.5,"WGS84",40.405115,18.093884,"B81","E30","U111","8","mineral","ITALY"
"879","14391",31,65,4,2.8,250,0.6,0,304.7,13.5,"WGS84",40.41207,16.53943,"B13","8","U111","8","mineral","ITALY"
"880","14393",25,57,18,20.8,92,1.8,54,1885.5,32.9,"WGS84",41.17181,16.57119,"B81","E30","U111","8","mineral","ITALY"
"881","14394",30,51,19,13.2,78,1.6,85.4,1014.5,30.2,"WGS84",41.23369,16.45844,"B81","F00","U111","8","mineral","ITALY"
"882","14396",14,28,58,6.6,242,0.6,0,323.2,12.4,"WGS84",41.34618,16.11179,"B82","F00","U111","8","mineral","ITALY"
"883","14397",30,58,13,20.3,2,1.8,0,1265.1,28.6,"WGS84",41.13318,16.32892,"B82","F00","U111","8","mineral","ITALY"
"884","14398",29,56,15,18.5,9,1.7,50.4,1252.2,27.4,"WGS84",41.17073,16.30899,"B81","F00","U111","8","mineral","ITALY"
"885","14399",29,59,12,27.8,2,2.3,0,940.3,34,"WGS84",41.14655,16.11603,"B54","8","U111","8","mineral","ITALY"
"886","14400",16,35,49,13.3,303,1.5,11.6,610.6,18,"WGS84",41.23815,16.1012,"B81","E30","U111","8","mineral","ITALY"
"887","14401",23,34,43,12.7,18,1.4,20.7,792.7,19.7,"WGS84",41.17179,15.99939,"B81","E30","U111","8","mineral","ITALY"
"888","14402",30,50,20,12.2,146,0.9,0,849.2,18.9,"WGS84",41.17465,15.95205,"B75","F00","U111","8","mineral","ITALY"
"889","14403",29,38,33,14.3,62,1.3,18.7,933.9,27.6,"WGS84",41.18721,15.73886,"B12","8","U111","8","mineral","ITALY"
"890","14405",28,52,19,12.4,535,0.8,0,433.2,15.3,"WGS84",41.29792,16.01154,"B75","B81","U111","8","mineral","ITALY"
"891","14406",35,43,22,12,184,1.2,19.7,2575.1,24.5,"WGS84",41.39371,15.92529,"B12","8","U111","8","mineral","ITALY"
"892","14408",50,45,5,12.8,186,1.4,0,888.4,31.9,"WGS84",41.42562,15.68925,"B12","8","U111","8","mineral","ITALY"
"893","14409",25,35,41,18.5,55,2,64.2,2119,23.5,"WGS84",41.31065,15.79803,"B81","F00","U111","8","mineral","ITALY"
"894","14410",33,40,26,17.6,1,1.7,18.7,1717,26.8,"WGS84",41.39893,15.51957,"B12","8","U111","8","mineral","ITALY"
"895","14413",58,33,9,9.4,275,1,0,609.3,37.7,"WGS84",41.29985,15.34378,"F00","8","U112","8","mineral","ITALY"
"896","14420",39,42,19,2.8,347,1.6,0,278.1,22.6,"WGS84",41.47071,14.83239,"B15","8","U111","8","mineral","ITALY"
"897","14424",17,64,18,20.6,19,2.3,0,946.1,27,"WGS84",40.8954,16.63712,"E30","8","U112","8","mineral","ITALY"
"898","14425",32,44,23,15.9,304,1.5,18.3,694.5,19.9,"WGS84",40.85407,16.15841,"B12","8","U111","8","mineral","ITALY"
"899","14426",30,56,14,34.1,11,2.9,0,789.1,35.1,"WGS84",41.00705,16.31612,"E20","8","U112","8","mineral","ITALY"
"900","14427",24,62,14,21.3,9,1.8,0,505.5,30.3,"WGS84",41.02357,16.34161,"B12","8","U111","8","mineral","ITALY"
"901","14428",25,56,19,34.5,53,2.9,37.7,893.1,33,"WGS84",40.948105,16.359905,"B13","8","U111","8","mineral","ITALY"
"902","14429",26,46,27,12,441,1.3,48.2,484,22.4,"WGS84",41.10598,16.46897,"B82","F00","U111","8","mineral","ITALY"
"903","14430",40,33,27,9.8,89,1,12.1,485.1,26.6,"WGS84",40.98722,16.05292,"B54","8","U111","8","mineral","ITALY"
"904","14431",32,34,34,11.8,2,1.2,27.3,482.9,23.3,"WGS84",41.0499,15.91638,"B53","8","U111","8","mineral","ITALY"
"905","14432",32,35,33,10.2,0,1,10.5,472.1,18.1,"WGS84",40.99656,15.88678,"B42","8","U111","8","mineral","ITALY"
"906","14433",38,50,12,16.4,2,1.7,11.5,559.6,24,"WGS84",41.07297,16.13258,"B11","8","U111","8","mineral","ITALY"
"907","14434",26,58,15,29.1,12,2.6,0,762.6,29.5,"WGS84",41.05056,16.20171,"B12","8","U111","8","mineral","ITALY"
"908","14435",27,61,12,44.2,4,3.4,10.9,1052.9,34.8,"WGS84",41.08751,16.18284,"D10","8","U364","8","mineral","ITALY"
"909","14436",20,64,16,20.1,9,2.1,16.6,950.1,35.4,"WGS84",41.00975,16.55412,"B81","F00","U111","8","mineral","ITALY"
"910","14437",28,57,16,61.5,7,6.1,0,940.3,39.9,"WGS84",40.92276,16.4975,"E20","8","U112","8","mineral","ITALY"
"911","14438",48,44,8,19.1,163,1.4,0,648.3,31.6,"WGS84",40.83133,16.22744,"E30","8","U112","8","mineral","ITALY"
"912","14439",43,46,11,12.6,212,1.1,0,405,24.3,"WGS84",40.78191,16.26865,"B12","8","U111","8","mineral","ITALY"
"913","14440",39,38,23,11.3,185,1.1,0,347,19.6,"WGS84",40.7878,16.34152,"B12","8","U111","8","mineral","ITALY"
"914","14441",37,43,20,11.9,420,0.9,12.4,259.7,24.2,"WGS84",40.85474,16.96482,"E30","8","U112","8","mineral","ITALY"
"915","14442",25,58,17,17.5,3,1.6,42.8,671.5,22.9,"WGS84",40.77904,17.50161,"B81","F00","U111","8","mineral","ITALY"
"916","14443",26,62,13,21.5,45,2,52.3,836.4,32.6,"WGS84",40.88482,17.30056,"B81","F00","U111","8","mineral","ITALY"
"917","14444",27,62,11,22.3,38,2,33.1,1003,28.2,"WGS84",40.91313,17.16139,"B74","B73","U111","8","mineral","ITALY"
"918","14445",15,22,63,11.4,160,1,51.3,278.3,15.3,"WGS84",40.83979,16.65488,"B12","8","U111","8","mineral","ITALY"
"919","14446",30,53,18,12.3,13,1.4,42.9,890.9,23.7,"WGS84",41.0313,17.032288,"E30","8","U112","8","mineral","ITALY"
"920","14451",21,71,8,18.5,2,1.7,0,970.7,32.9,"WGS84",41.03141,16.77048,"B81","F00","U111","8","mineral","ITALY"
"921","14452",20,66,14,13.1,24,1.6,0,862.7,33,"WGS84",41.02312,16.62682,"B81","F00","U111","8","mineral","ITALY"
"922","14453",31,34,35,18.4,218,1.2,33.3,625.5,23.8,"WGS84",40.91529,16.87661,"B82","F00","U111","8","mineral","ITALY"
"923","14454",28,62,10,16.9,0,1.7,34.4,755.4,22,"WGS84",40.92424,17.25768,"B81","F00","U111","8","mineral","ITALY"
"924","14455",20,72,8,37.6,34,3.3,21.1,599.5,32,"WGS84",40.80339,17.17236,"B54","8","U111","8","mineral","ITALY"
"925","14456",27,61,12,24.2,13,2.3,143.8,921.6,28.9,"WGS84",40.93619,17.0927,"B81","F00","U111","8","mineral","ITALY"
"926","14457",30,36,34,23.1,113,1.8,17.5,410.4,24.5,"WGS84",40.68443,14.98462,"B82","F00","U111","8","mineral","ITALY"
"927","14458",46,33,21,9.1,14,0.9,19.8,570.7,31.6,"WGS84",40.52192,14.97172,"B43","8","U111","8","mineral","ITALY"
"928","14459",44,44,13,17.6,156,2.2,0,421.2,36.4,"WGS84",40.49672,15.1111,"B55","8","U111","8","mineral","ITALY"
"929","14460",37,36,27,13.9,333,1.3,19.2,637.3,25.2,"WGS84",40.60671,15.42658,"E30","8","U112","8","mineral","ITALY"
"930","14461",39,43,19,41.7,62,3.6,44,548,55.9,"WGS84",40.69951,15.38727,"E20","8","U111","8","mineral","ITALY"
"931","14462",37,43,20,25.1,258,2.7,17.2,334.4,27.5,"WGS84",40.59883,15.23717,"E10","8","U111","8","mineral","ITALY"
"932","14463",59,29,12,25.8,7,1.8,0,596.4,58.4,"WGS84",40.84764,15.32895,"B54","8","U111","8","mineral","ITALY"
"933","14464",50,45,5,16.1,115,2.2,0,332.8,45.1,"WGS84",40.85017,15.28183,"B55","8","U111","8","mineral","ITALY"
"934","14468",10,9,80,11.6,22,1.1,24.3,378,9.2,"WGS84",40.49461,17.65688,"B77","B81","U111","8","mineral","ITALY"
"935","14469",36,19,45,8.5,6,1.2,137.4,662.8,22.5,"WGS84",40.498286,17.610157,"B43","8","U111","8","mineral","ITALY"
"936","14471",26,64,10,16.7,8,1.5,49.2,644.2,26.1,"WGS84",40.6224,17.6487,"B81","F00","U111","8","mineral","ITALY"
"937","14472",37,51,12,19.9,1,1.9,0,658.8,24.3,"WGS84",40.60077,17.69347,"B12","8","U111","8","mineral","ITALY"
"938","14473",33,55,13,15.6,6,1.5,11.6,602.4,27.9,"WGS84",40.69069,17.70437,"B81","B74","U111","8","mineral","ITALY"
"939","14474",20,33,47,15.7,159,1.6,16.7,473.6,20.6,"WGS84",40.37931,17.73726,"B81","E30","U111","8","mineral","ITALY"
"940","14477",47,27,26,14.4,7,1.5,46.3,872.7,28.1,"WGS84",40.51208,17.89519,"B81","F00","U111","8","mineral","ITALY"
"941","14478",29,15,56,7.6,4,0.8,21.3,277.1,20.5,"WGS84",40.519551,17.801636,"B54","8","U111","8","mineral","ITALY"
"942","14479",33,21,46,9.7,64,1.1,58.2,541.8,20.1,"WGS84",40.62932,17.791536,"B12","8","U111","8","mineral","ITALY"
"943","14481",20,31,50,12.5,11,1.3,83.4,505.9,15.5,"WGS84",40.498743,18.058934,"B81","E30","U111","8","mineral","ITALY"
"944","14482",30,35,35,13.9,78,1.5,50.8,648,21.3,"WGS84",40.535651,17.827209,"B72","B75","U111","8","mineral","ITALY"
"945","14484",14,15,71,11,37,1.2,0,70.9,11.6,"WGS84",40.34912,18.11081,"F00","8","U112","8","mineral","ITALY"
"946","14485",42,35,22,12.4,82,1.2,13.3,548.6,29.8,"WGS84",40.37288,18.04299,"E30","8","U112","8","mineral","ITALY"
"947","14486",6,7,87,6.8,1,0.8,11,129.1,5.1,"WGS84",40.31945,18.24834,"B81","E30","U111","8","mineral","ITALY"
"948","14487",8,7,85,12.2,64,1.2,0,84.9,10.6,"WGS84",40.33154,18.320671,"E30","8","U112","8","mineral","ITALY"
"949","14491",21,25,54,16.9,1,1.6,0,193.8,9.1,"WGS84",38.5472,16.17234,"B81","E30","U111","8","mineral","ITALY"
"950","14492",17,28,55,23.6,0,2.2,47.1,781.4,13.8,"WGS84",38.56374,16.1967,"E20","8","U112","8","mineral","ITALY"
"951","14493",6,7,87,18.5,0,1.8,67.5,88.4,11.5,"WGS84",38.52406,15.96443,"B76","E30","U111","8","mineral","ITALY"
"952","14494",34,48,18,10.5,226,1.1,0,202.8,19.4,"WGS84",38.58778,16.10738,"B55","8","U111","8","mineral","ITALY"
"953","14495",29,43,28,31.4,1,2.8,51.2,629.5,12.7,"WGS84",38.5379,16.0342,"E20","8","U111","8","mineral","ITALY"
"954","14497",4,5,92,7.1,0,0.7,16.2,39.7,2.7,"WGS84",38.45176,15.95796,"B77","E30","U111","8","mineral","ITALY"
"955","14498",11,19,70,34.5,0,2.7,41.1,162.9,4.6,"WGS84",38.41415,15.97745,"B81","E30","U111","8","mineral","ITALY"
"956","14500",31,51,18,19.8,47,2,0,342.3,31.5,"WGS84",41.07255,14.01834,"E30","8","U112","8","mineral","ITALY"
"957","14501",55,42,4,19.6,15,2.5,22.4,575.8,46.6,"WGS84",41.10871,14.02061,"B16","8","U111","8","mineral","ITALY"
"958","14502",26,35,39,34,56,3.3,229,1498.5,27.5,"WGS84",41.10678,14.068,"B16","8","U111","8","mineral","ITALY"
"959","14503",28,40,32,15,1,1.7,22.4,665.3,20.8,"WGS84",41.15597,14.19001,"B81","E10","U111","8","mineral","ITALY"
"960","14504",13,57,30,23.9,1,2.3,62.1,4793.4,18.6,"WGS84",40.886123,14.14833,"B75","F00","U111","8","mineral","ITALY"
"961","14506",31,49,20,27.4,1,2.6,51.4,1841.8,21.9,"WGS84",41.17505,14.16754,"B75","E30","U111","8","mineral","ITALY"
"962","14507",22,44,35,14.8,0,1.5,63.1,2972.6,19.1,"WGS84",40.97645,14.15435,"B75","E30","U111","8","mineral","ITALY"
"963","14508",20,59,20,12.4,3,1.3,58.7,2758.2,23.8,"WGS84",41.02962,14.18153,"B75","F00","U111","8","mineral","ITALY"
"964","14509",24,49,26,16.7,0,1.8,52.1,974.3,11,"WGS84",41.16288,14.02409,"B75","E30","U111","8","mineral","ITALY"
"965","14510",45,51,5,10,239,1.3,0,298.7,26.4,"WGS84",38.92739,16.73691,"B81","E30","U111","8","mineral","ITALY"
"966","14511",30,43,27,31.4,1,2.6,75.5,774.2,10.3,"WGS84",38.8363,16.47479,"B82","E30","U111","8","mineral","ITALY"
"967","14516",43,33,25,11.6,232,1,33.1,207.7,24.1,"WGS84",38.862,16.36235,"B81","F00","U111","8","mineral","ITALY"
"968","14518",24,33,43,10.5,3,1.2,0,119.8,11.4,"WGS84",39.43661,16.18611,"F00","8","U112","8","mineral","ITALY"
"969","14519",27,55,18,11.9,133,1.1,0,254.5,17.4,"WGS84",39.48925,16.21439,"E20","8","U111","8","mineral","ITALY"
"970","14520",26,50,25,22.7,56,2.2,0,288.3,21.4,"WGS84",39.41708,16.20751,"B52","B75","U111","8","mineral","ITALY"
